bridge_kit_fee_dev_collected,bridge_kit_fee_circle_collected,dev_address,transaction_hash,amount_bridged,blockchain
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xccd6733501ad64347b5804e004fb507429664f06f9825cab0b68973e4131f6d3,0.010000,arc_testnet
,,0xcd9a9c31761eb20f3cec6f467e77778ba5cc6e49,0xba4bf6148a7c8b0e4b6e86c6269a6192a3f8e4333e1c4dce0e3fed8b5d05980c,0.078621,arc_testnet
,,0xa09842e02f7225693123905c3bbb9082cda9f1f1,0xc7584a6079eac5b27889337e5e2b8b996559d36cea8d9d4e7fbdd4c13d478b7a,0.027012,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x7824806b374927b50ec006e7d03fcfdaa3f7a2b22b305caf19a1b328a5be7c09,0.010000,arc_testnet
,,0x3142575eb8239fe47f6f007da7eee06647167061,0x7aa2d5629c7f3d4f8ae71fb8f425036ca0f9a150769c17f3b6ba3e83bf08b543,1.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xe08deabcfdf0e7f48d29cf25dc7659c2417a9b6d28e01f4d28a3b1bc8294991f,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x455156653fbdb6a3e481e3a8c3a93f0394f3d7c3c50c7a79c8428512483c3b9a,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xcdf3c6d0d0fc7e42b9271266c795a5d6f563e8895340a2033f2082b7cf6b57ec,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xdf3b7ab9adf377772f716fb367556ca44bf5093be5238361fbf88ea77df109ec,0.010000,arc_testnet
,,0x988dc4d5d9f007fc68bc2083514be8e7663496c0,0xe66e9e2f323b4d8a929c5db18ff14febb5f9092a3006f1c16a6fb0af5bc7fbc1,4.000000,arc_testnet
,,0x4110595b48851950a8035bfc8b5a0dd27bf53012,0xcf0c501fcc3bdbc6e0c89f17a1bec27940660ffec47cb9c7e61800b867fb838c,0.067209,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x04b057c82ceccf576e25a13043026a00f4b645387e2cb99b8ab9b9afb9382db7,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xe8375815fcf7cca39a1899cfac6d9da7daee66eec8f0b1338bf961f1dead8fd4,0.010000,arc_testnet
,,0xe82f810a7efdbee3340b73b327bf14295c5fd0cd,0x90e4bd86eb9b944ea8df445f98f0da36188e80d2012fc6f7d3cd8e8688df3409,0.095444,arc_testnet
,,0xf665df85f9df8867ee6e32f6d9f67908111bc093,0xbc989022e15d605f55e09c86a34a65a6f9b5cfbe1cfcb18391811b7485a81414,0.057949,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x6d4a8fa08daaad30d3fb799bd10137b267345b5f829c40866f6f50b8cb483e22,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x5497346a95d0bf7f42bf9c286ef187ef939e0f033372377e6ba314f52e6714a7,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x6ab58b0d812c59709b1f935cf8cf7ae57ed43438fa21d8c80bb4b18d05905922,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xacfd399e87a53d59918c71f1bdbb6d212b3dc7c96e105edcd63e40435ce8451e,0.010000,arc_testnet
,,0x1e04c8d4c5fbe20842dc322d12d8facae6fa71b4,0xbf30eddd27bf9057d94f4ee39dfe1eb946cca15caa40022df04421d7a3d0f897,3.000000,arc_testnet
,,0x189047b0cf84c8e7bfc710ea914eb40e0b8cd363,0x25836b97964158d62c8964643cdc150769cd9503d543cfe7705189d67b2a18a5,3.000000,arc_testnet
,,0x10c903997d7ad8d92e56ed19051b5f53e5a8885a,0x8d8a21c72029166d49176cbde171bde2f8ebd5a9c820b51401c3c98a83513018,3.000000,arc_testnet
,,0xc4b728bb9dd48957861b1d9a5e5185dee46d8ab3,0x692891a19c7bcf06af68bd038632579446a0164a82ee8db4057af1cbf180b5ef,3.000000,arc_testnet
,,0x5841c134a57d4dc23c80ec64af97fc1a13e19741,0x3c91b5ceddbc7adb9d62cda8df12438e3d5f88c0a41d1cab5c040c58353a308c,3.000000,arc_testnet
,,0x3e201d1cdb5260f2f7d318310b206f055b079604,0x840f1a72e75375d0a6f186c56b3846793af08803013ac7a1076a0bcfc75c8fc8,3.000000,arc_testnet
,,0x3c054e17dbd5bb3b947a006021f14adb6b7b79ab,0x58e15a2239d9366058609575f7ac2386b5379eaee69240301874fc096d40aa4e,3.000000,arc_testnet
,,0x8c97fddef7b4063bb28773c40991652e4e7e0bb1,0x5745fb50cee0a169373e5880890b7d8c0a578f9ea95f2d9079bc219c4ee2ec46,3.000000,arc_testnet
,,0x304ce426f86705699e28edc647ed72e7f9fa8f6a,0x66ee9bc0689d35d26201df946bfdb46c8accea1861e6aa428fc2b5313d8cedbd,3.000000,arc_testnet
,,0x4bc82b82be47fb77d1bc9a101f8564469986fad2,0x89040edc2f9891abd287fee491183d1ee83d4408ae85422601e7902932f64833,3.000000,arc_testnet
,,0xcccbc2de0e0e6193c02a0395eba7f9d6c346af1f,0x0ffc47b05554d8e9c37986f2bbe97da744e38164dfc97073a6f11223bd3c76fb,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xdd41092837a19e36cdbe79c49ddccf8720828f8f00bfd90bb672bf04ef38f1a3,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xdb4eba9ebb5ff8e0c312a3051f9724750576eef4424bd27660e201f9d6343c63,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x56e5296fb1d4821507d70a76a205a56370c1be2b070a271c1f3b1bb9df7e07d7,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0xaef9642125e127da950ff7f9bd2c130ac5d63d8f498742fff43491c6a2c4f2bc,0.010000,arc_testnet
,,0x9db0d021f40e2a9bb526d7e488a592ea4094b55c,0x552715e7b688e8a7d29d2ee37dde358f548133ab242901d7a9f7ce56cbdcc857,1.000000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x14f4b3af25b2e9fac0752dc4a176d9728a511e78d96135a5d0c159331a56407f,0.010000,arc_testnet
,,0x036dfd21ab20672f41f208983fd4dd798faf472a,0x78daa7c4e9a82d6a07b2939c864d47d97e36e892e0c1ca1ddf31e55280735f78,0.010000,arc_testnet
,,0x022b8da2b4f843cdcb517b2b22cea9337c8eae5c,0xa75db692792ee784fb3375b4fc4067636563f9ab6934c29ecd70927b80f07db1,2.000000,arc_testnet
,,0xcdc7afe0db1498f05edb8e7d0410fc60845792ec,0x2f51361c52265831a96a85d8879aa74f2119f6a08fff37d46588fec457d920a7,0.069265,arc_testnet
,,0xed6d9416b2ab8cd492d6cda5c6ddb2613153010e,0x46e9d2beff9e8740227eb7e3a171c8be1576ec6d7d5699b6d3481258b87d8d3d,0.051688,arc_testnet
,,0x3c51920d31d71a1090621e701585368af5d63baf,0x949b48bbc8321124ea6f2d1e45a94ed8a221f80c1013813b660112438e9a669d,1.000000,arc_testnet
,,0x3c2c6141301ba65b8a489c1ca2ce5622164ebeea,0x310db8686e981d242bee063d59600b799608e32ac48333d76d1ee746a0dceabb,0.200000,arc_testnet
,,0xf891f69073031eec638ab58b4358add024334f89,0x6ed6b9b0f58098fc283262ef3378c14ee6f2b964bc8bb9c11b5f53908161b495,1.000000,arc_testnet
,,0x0962072c3f0eae051a0e4a3cb460c26c83f8f9db,0xd0798f4bbc9f2b6c434452e202c7c1d46a5a5263758425bbd67a4cc51310bb39,0.300000,arc_testnet
,,0x0962072c3f0eae051a0e4a3cb460c26c83f8f9db,0xe2868de3b43d7deb03be22e44906d558638a298b584545a4571a616031746399,0.300000,arc_testnet
,,0x49956d70636204db0de422cf5e031da5a360a220,0xa63c637de850815d63ddf8419a415ab7eccc79463c06a5ad0f3b35e35350a331,0.100000,arc_testnet
,,0xb5061d1f5e1717bdf072a329a2b25ed5beb228ea,0x88bfc6116fb15e202cab5b62b9478678a70f60af10de08c970567e8c1d35b161,0.100000,arc_testnet
,,0x56e72b1d6c5190fc370adf8a63f5a8cdeff42919,0x1dc3ed38fab563c3fa70dc8cc7d6db7ca710bf351160730adb8c927fc84eac2c,5.000000,arc_testnet
,,0x44ea19e6075e44d7916adc74eae1b8601d270825,0x8e7d9ac624840ca6e7fdf1d4dd035b94d3fbc1cfd78e5aec4aeaf45596f194ac,0.100000,arc_testnet
,,0x29b31a5b1e12d39738320598a7ac0fd7e0dcc388,0x0c3971d4cc8bc8de47b77a508cb4fe0b73a9ab1acf7171062190d4ed74dbefe8,200.000000,arc_testnet
,,0x484ef16119998abcd604ea940506ae6d0de567cc,0x877d2c7b5eb96c1ebf6c173dbc3560b2f4966870e22396fa37dd9298d86470a4,0.600000,arc_testnet
,,0xc2a30bb6a8a7c2917995e8537c0e4efff9792d97,0x1faae7e8afb0fda0167b101bb6cf12d6564eceab86e9f071f24eeb54b4eee70c,0.500000,arc_testnet
,,0x0952582ec2af5d6b0c3292dbafb8ec5211fbf9b9,0xdc30dd5c28ae0741dce6c189b032b87157be4b3b933abbe2c36d58d8b4f57451,1.000000,arc_testnet
,,0x332d2c33499eabab629c7182d3a29b1f14f71e77,0xf6ee9f56ef4dace617a67c4811196fc8815597744934550fc1ce0562b3eba06b,14.000000,arc_testnet
,,0xa5dfb7ca061f07d113e8a38d7df77bff11e9d1d2,0xd98ba917a91262c12c4f5081fa35f9f81afc592ff9913d72b31382b929f37474,20.000000,arc_testnet
,,0xa055e5be03c1d621b1751094468586e0c0365e89,0x6902e0db3aed9224d68f2b90de2bd72364a1cb4b00d96d1f3ef0552e50144989,3.000000,arc_testnet
,,0xa5dfb7ca061f07d113e8a38d7df77bff11e9d1d2,0x19cd32b915b834c1f893ae48f0c0569c9a4c35ec10b9e053b018ce82e7f351fc,20.000000,arc_testnet
,,0x332d2c33499eabab629c7182d3a29b1f14f71e77,0x191b31d17410ea9c4315fa605a5b7357aa42737533ac9dc36ef28880c389a2d2,22.000000,arc_testnet
,,0x4eeec9917f0978d568e890eee27683769d03ba35,0xa18f73df69f1d4a7419c62f2ec1719f9ea9182692ac481e17a2d45e91bc666c7,0.100000,arc_testnet
,,0x332d2c33499eabab629c7182d3a29b1f14f71e77,0xbdede0d160213d74a8fa0bf115d60c4fc662d253a71d10d6e8773f301dc31959,10.000000,arc_testnet
,,0x650288bff5e7bd7cf964c83fb857c91f3421f6f2,0x3d52bbe426686c27ee12d1b8fa187d7183dba05c8b81885292d061523c435ce5,44.000000,arc_testnet
,,0xe68766fdf5de24894246f993d7181bf959088395,0x3717c66778e712c6ee521c47a35fe685f16230bbc24e5f2634636207c2f24ea8,1.000000,arc_testnet
,,0xf82b09be869f179d19b17571594b196c1b53d89c,0xfc9570c3a5bbc936f674c35c222b172bb8c38b189d9a6068b49b8e1a1cab7dc7,1.000000,arc_testnet
,,0xf82b09be869f179d19b17571594b196c1b53d89c,0x680c937da16f5ffe1c5178405c44c10b7b896e0c88edd791bdf29b27d326de9e,1.000000,arc_testnet
,,0x2b17060efa8592a5a0c598c447465add3197664b,0x0b91ee708f0620a379c6205ffd0370908cb92b144d24cf25481197f0638405f9,1.000000,arc_testnet
,,0x2b84cbd617ebb21b3ae8518483a38b48b7c25ab0,0x0c75081c95ecad43c0bbfebddf6d36df281eedda0887f4c116ce9dfac19d23b0,1.000000,arc_testnet
,,0x899678881c1a6968928ddb8a71889b3656c47445,0x5f4d84a1e25422c3ff0637543681dd2ef85710c0f1eadce25e3dea8801347d92,0.100000,arc_testnet
,,0x2b84cbd617ebb21b3ae8518483a38b48b7c25ab0,0x23667a34c819685b7e89400e3adeeafbca4504275b44690e91584d845a56136f,1.000000,arc_testnet
,,0x7d95d61461230d9cfb0690b4bc893dcc6cfda0e1,0xb416439d11db48f9b6a123a56889bf7670c0807df7a590fc35481cd8d4667a49,0.010000,arc_testnet
,,0x4eeec9917f0978d568e890eee27683769d03ba35,0x9867833097a3b384bcf6674970d5e6c12d2fed686965c7165aee4c16799e8b4b,0.100000,arc_testnet
,,0x904aeb64fa1930b9e727ddc25abaf9085111c551,0xaff57eef85c8a6b0ca1a30fa02d5fe27a213a52c065743ec9c074e3d1b7d286a,1.000000,arc_testnet
,,0x904aeb64fa1930b9e727ddc25abaf9085111c551,0x2997122bbe1f8ac7cbbda4eeea9fbd7d8bd1e4b9be7668df2440a5abf8d4912a,1.000000,arc_testnet
,,0xb8fe571623369a7a8fbb19a5d3ff78bbc790a2b7,0x8b4f7e59b1fd8840fa5ec53248271657803d96dbeeeabe474c6a769e9e9f0148,1.000000,arc_testnet
,,0x0905b899f9a0222c78642aa4e688508b1c0ad4c6,0x88ffbe582fbaf3efc7f713d775455cda41b47110243b398e0ba922558772667f,1.000000,arc_testnet
,,0x0905b899f9a0222c78642aa4e688508b1c0ad4c6,0xd7a55f2f5ae7e5392ccb041c84e2e57e12461ed5e3548cb024f2cfecce06447b,1.000000,arc_testnet
,,0x899678881c1a6968928ddb8a71889b3656c47445,0x821ce9cef27476560d7a322b376f5f6f3aea7506286cf478956f2e8bf41fa7b4,0.100000,arc_testnet
,,0x0905b899f9a0222c78642aa4e688508b1c0ad4c6,0x2b959922e85c247b0fd7143ac7b19b5893206d73491a10547d4bfcb9be8b22d3,1.000000,arc_testnet
,,0x51d5ea8e6f98a73f823938ff5731383aa92b0605,0xfc1656cd7b1e581f85e17e93044d554c84a87813ca9e7f4285fc625842097de0,0.100000,arc_testnet
,,0x8586953b779dd7c280f3c0b08ffc5de32a08b642,0xf0e6959c7ed197e58f30ac43ba062b305c604c3abb13f04b1a58f1fc3d1d29f3,10.000000,arc_testnet
,,0xad5583c1b7246c7e90ed72da3711e154c537f938,0xedc8aa8503953e60df0357e747982d64c7faf670d25242414ac8aca29c7482dc,0.100000,arc_testnet
,,0x6499b9ccbea5c4381c96247cb419b6fe57126c96,0x1879ab0d7073a5d72c4145d9693dd3c0210da39eb63a0bf498b5c7e616b11bd9,0.100000,arc_testnet
,,0x0cd46f7fb6e1243e035b981fff58caab9958d209,0x4d9ece3f65884fea9b0ecd545121be98fbf8fc56cd338492a05f9b698875dfa7,0.100000,arc_testnet
,,0xf0061adee7048ad331672934f531a99cb3e48cbf,0xa0568bec0662fdc7af00ffd42dd654519f739d55c52638e9fde37054657fca73,0.100000,arc_testnet
,,0x2296ad4168513db9c60c8bca96f09aa68778fcd1,0xd2a13692282f148ab567dca549b32e037e1536a8555ed5f7e23107c6d4cd25c2,0.100000,arc_testnet
,,0x266a1e15d39f935aa4f397e66d758c33272b7d5a,0x52ab1e72daf69c36ce0f3722f6a170656ff3ee98b058b3aaed8868c1de586778,0.100000,arc_testnet
,,0x495be52f676fa840df03ca9e9e3a6a0791556eae,0xcc58b43188aa3bf4b679aebed7d2a8f0dca5ac1a3ae68116ffec2539117221b8,0.100000,arc_testnet
,,0x36a2a1c42ef46acec3d382f10def13eebfce688e,0x21e14204a33df89106ec36c9c1ac34ab7be514d158841fd5daa6eff7da2b7206,0.100000,arc_testnet
,,0xe0d92a600f64c5b3043113fbdcb89f1746e8f881,0x0bbba7b95e14d71f2ea23f7732dd77e50fe3eb93edb4d6811189e5985cafd155,0.100000,arc_testnet
,,0x878ab0a9921fa4b67b56af09cb428103dfe2d69b,0x38011ec300800da243e2a3c3fb16868c7db39bfa730a063a7638de18a70ceecf,0.100000,arc_testnet
,,0xad10af642f73f0770e39959999f09dada02206f5,0x56e8777070aa68d4a4d0d5ed2df1c5bc732dc189a17eaf059d930ac7cd2c8ae7,0.100000,arc_testnet
,,0x970796871806ed99e96a4a19e7ce0e1cc01e7a30,0xcae7121b1ff9579624da83f3f2ad8b87f54ea697124cd916a822f72edddc06e4,0.100000,arc_testnet
,,0x7948b0c16e821269b64fd63c4421a817a0c93278,0xfdb77ea1b810ce2b69ff88ed903dd15025c9fcdae578a41acccd49c028bb112f,0.000100,arc_testnet
,,0x7948b0c16e821269b64fd63c4421a817a0c93278,0x1582dc53a5caa4a4c0cacf8d7cda00d579f3fc91686155cc8321ea4f37e7d963,0.000100,arc_testnet
,,0x7948b0c16e821269b64fd63c4421a817a0c93278,0xffbad33a5a728c3409ce79fb8996548c16259c7ff65cec728bc01691b2f428fe,0.000100,arc_testnet
,,0xc0595e9aa0f612dbb4bea636db111096034c62e1,0x2880347a177ede5696b6b618fe5e157035b0946b1207b834514fcd2bc182f6f2,0.650000,arc_testnet
,,0xb37fda376fc1c20e35b4560afb9e882d886a263d,0xbb16071d1d90a5182b0f23a7658d334df7a2a9ee31166ebbe74d34a49f8de52b,1.000000,arc_testnet
,,0x0fa759c0a80ee6e24115c1b16b994a7411e2035c,0xbf3346437086a1893bca7b41d2e6c5a9b8b85593f174eb0edd3bd326708263af,0.100000,arc_testnet
,,0x117191a94aabc3c629e92089faf61e1ef3763cec,0x535efee521f290717d625b7d18d962414f983292ae0b161359781e9b8edfc6b0,0.104172,arc_testnet
,,0xf8e738a1f636038c610c8fe951ded1d705f796cb,0x26c6a8d95fe5a3152338b1be7df688f7dcbad02c69b15135079eb8aa60190ee3,0.036403,arc_testnet
,,0x898e66e6737468ea588b57330b2a11af10cd95aa,0xb6a754cc79b82c3e18898a4db5b4af21a9881e177ed542b0d1341ed28229062c,0.023943,arc_testnet
,,0x3d7fe2c5ccb4e2044a541e952f8255b83a9dd3c4,0x156afb4af7617591ae4a99f133bce93daee2daa2479fa719c2e7b1d8158841e1,0.040337,arc_testnet
,,0xd57a57f01a9f8b91cdb715a5a431b90284895898,0x248ab09973f147656aa01f5cadf86d495e034d7beef8dbc2852f3c1c4b6cb521,1.085708,arc_testnet
,,0xec73301ed2887effe60cddc27a491d2118e728f6,0x5cd1caf92e046c3cdb2f01bb9ca166877a17644cba07748ea4faa29c52006fb1,0.076045,arc_testnet
,,0x37186a41f3be64c8043036c5afb685286ea6b833,0x424cc4b332c15b2f645ebd3c4c9b761217c224e11d8c0b1b406f5b8766cda74f,0.032947,arc_testnet
,,0x6432515f54e498cdc866dcfd76428323022b63d2,0x634851921a3e236ac29018e34b19e3ec65a7fa4f16677bf47f0ce55ca00ba7d2,0.041624,arc_testnet
,,0xd57a57f01a9f8b91cdb715a5a431b90284895898,0xdcc98e12914d79d8adeabba79f2682e460e83335e3cfa175eb83f91c225fe79b,0.986974,arc_testnet
,,0xf521ad37ce241ce3888f46511c4d97affe05789a,0xddbf9fb2fe63cebebac692c2b7da016ff7bc0151cf6bedd6ceafaf049a1eba14,0.037815,arc_testnet
,,0xeb86b9f1357741ae0d56c4bc0cc3b0fe3f36cfda,0x16ea53c0ee0ebb0a7a51a82f9e1c5864d4304711c76fa71febded44f0246d6a7,0.568688,arc_testnet
,,0xb3b0af18b0a97543ad350965bec046bc609c77fb,0x9bf5e602d517221f17ca0aa0c4718b8524b7b721dc262bef1b7a0f1ac04ebc78,0.063554,arc_testnet
,,0x6210b502d4b4aa9872f1dc27205d8caede8659af,0xfab233cdfbcd9129ba78210f1b6f805750896dea0d68021f769885c1fa0a29d8,0.034832,arc_testnet
,,0x0b4049010b02a9692ac569b6080b86174ded9008,0x181b3eaddf461afd74cc04af86895689f3d21e6aa26d0f563895f567904eb526,0.033248,arc_testnet
,,0xeb86b9f1357741ae0d56c4bc0cc3b0fe3f36cfda,0x6c25238c965d522c1fe2444ac57a15f6cd24593d80ca62b0f35c38656ffa85f2,0.741493,arc_testnet
,,0xd57a57f01a9f8b91cdb715a5a431b90284895898,0xca8a8395c8ccc120679413cf7fb7f2d33cc3bb887caf3eb5d710810d1675be77,0.676669,arc_testnet
,,0xeb86b9f1357741ae0d56c4bc0cc3b0fe3f36cfda,0x3c4d4713a93f10f15ace7ec9085900817e3e42c540b422ac2106f7b97a852ce7,1.149570,arc_testnet
,,0xeb86b9f1357741ae0d56c4bc0cc3b0fe3f36cfda,0x3de6cfcf8852af4609bfabfa6fcc921831a4e9a9504d6cfcec51dae2f4cb6475,1.205267,arc_testnet
,,0xed8fc890cc8715f4deadfda17b22efced0e7bac7,0x2b01f571b3b85c17e7656a0e3d70d050a2cde457330909b2cafc32e2f38d8ad7,0.032757,arc_testnet
,,0xa5f2dcdb8c96c5905f0501c3c02ee3967014ef86,0x22fd9c47ef89943385575c1dc9b8380d8eeced286f0d399deabff1e0e4ecf642,0.042572,arc_testnet
,,0xcc2f22fee7f54d886f838198f018aa85be1afa24,0x0a94b04a87c4505b960ef9cdd6e8c17ffd1d0bdeb5a48d650a1c594b97696ef1,0.035599,arc_testnet
,,0xeb86b9f1357741ae0d56c4bc0cc3b0fe3f36cfda,0x5f58372fe0ad2ed231b7a034c7aed0e731338fdb912f592f0abd4cc8a1cb3080,0.523148,arc_testnet
,,0xeec4bc9ec6689078a0fddd07bc59bb24f51e8dfa,0x94c1fb809f7d9747f2b60489f1256f234d1cbf42bb07b859600f6b2cac9de5c5,3.000000,arc_testnet
,,0xeb86b9f1357741ae0d56c4bc0cc3b0fe3f36cfda,0x18f647b5bdf79fa60d5b251c83f8a5f9b817dbf0a1005ec4f689ce7d1f67cdad,0.792558,arc_testnet
,,0x9ff0284d516a0af79ab902490e8311a3e8087c94,0xb88de9d7d1482cec8cf7a06f4fda11fed832ebc6a2b84978f1a1465aa7a824c3,0.047248,arc_testnet
,,0xd441ac22ca4205fe9f58d1c3e0bd5f7635c01f93,0x482d98c2edf12099720ee9fe7df5c83a90737b6d223911f5ffbd35b6e11aa8ab,0.044752,arc_testnet
,,0x44bbad2ee2ec9dde85e4f732ccbf956263287676,0x68a1b887039ef20a3a51634098c6f7b156a326dd4e40008d912db1ba90131d57,0.020521,arc_testnet
,,0xd259afd51ffed11abe104b394d1cf301a862d2d8,0x9fec796d5beeb236d283729219bc736b0b3ad977b03d879bf6c7e6c30f1fe3e5,0.036364,arc_testnet
,,0xa0c6882d4234ae8f1c0e38b5934865475b88d325,0x330a69c3672f7f1b25c4c4b06439522d676ab117b71905f2b703843db39b306f,0.027478,arc_testnet
,,0x08810ac025536afb37501d8fb42272bcfe7177cd,0x1f791bd74d1860a87f33bb89438f3cd1e5806f8f0ac94815b00392a1655c9884,0.044945,arc_testnet
,,0x2a81b6b173754a5eba675481bebc3db7e620c584,0x7ab08abb8bd4849d73b18e81e7c533f18095354d1859a513bb41d633ec39acb3,0.025212,arc_testnet
,,0x60338904b6e11f98786bd73a7c9d0e796548aecc,0xde5d76ed792611be109519aea8a3380584d8a87dfdc69202321e7a8c63a4eef8,0.030775,arc_testnet
,,0xec73301ed2887effe60cddc27a491d2118e728f6,0x7e5306dcc16a5f16df316beaf145a1639c403f5db63edb88271976efde59b171,0.087702,arc_testnet
,,0xb084b21827438deaf5cd945f1ca5b5c1f37ddfc4,0xb086515f2a720211ac1e950d32ee6ebbb0da3d12b3b57aa3e4550bc1a9e70661,0.023470,arc_testnet
,,0x5e660fc827e763d3c1a9b23674db8a9fbb274b51,0x2b8841fd0cb84df438274346bcfbdd56ea92ecb90a0bf9ca717329e3c037ab9a,0.012059,arc_testnet
,,0xbaed56fbd40902f98cba3910ed36f19be0fcd6f0,0xef1598f9bdc9b5a1add0119c6a8e192b985278e695873f28fea497dda92ecc66,3.000000,arc_testnet
,,0xb366822dcb7c92c37705c17ad265a87a0aae4400,0x7b9f18b2f8341c3d375e722da1f3904a848531e78c6d29d6e5ec532a76baba44,0.042569,arc_testnet
,,0x385c5af87a99d106ad8d6c12d412ea6a06d1d81b,0x2cf86b3d2c685692e3ad7afa05d42fbb3d8687f6d1bd9aedda275a285a2af363,0.048417,arc_testnet
,,0x150827433496aac89876943dacc0d93832f04e47,0xa91bb88cc3ddede51bb44d44155b8a57f4ec613883bbb405727fce681566d753,0.030409,arc_testnet
,,0x2302d77a747ee49ccd1583e2a951a427b461ec04,0xca8b8d9954d07e9d3805eac9ddab83bd6937c5055234c645801b9537e128e38b,5.000000,arc_testnet
,,0x5e660fc827e763d3c1a9b23674db8a9fbb274b51,0x133d877666a6216b0e2efab513218e3648788f916bd005b7cb27a46aa3f991d1,0.014439,arc_testnet
,,0xc29045840bcb029c394c94ba6f5b393fbc51c8cd,0x6ae468f91a45236a4393a16ce92b54ca7e0258295baa15986f1cc9cdec92dc9b,0.070816,arc_testnet
,,0x2638484a780b838a84e460cf52b9a9e7c8492c05,0x780df796e9c8b0e3aafb7da5dd3b4d34746d2c23be38901c82ae050f507269e7,0.026394,arc_testnet
,,0xec73301ed2887effe60cddc27a491d2118e728f6,0xbb7c5f519c632b78533fa865326333e47385daf7e4e862a65222db1ea0d9750f,0.015192,arc_testnet
,,0xbf69993d63da13387d90d518bcd436d1ec95aaeb,0xb150f9e7858a3f23b8e83e269357e2ce8bb2bdf5b64c95fb2aafb6a73c3e5edf,0.048938,arc_testnet
,,0x8383cc9bc3eb2f24d3e7235de4eebd824fc79f6a,0x9d0d5730f2738be3f405712d86a76ae98287eb58ce35cfbbe98e6c5b7de1bac0,0.045261,arc_testnet
,,0xf047a6b4e63da8b0e30d42fc56189ed7e1076d67,0xa844fed7da07de4054ecf3375e5a34e6902b88442f3be3f220cf6f01ffebafbe,0.087937,arc_testnet
,,0x5e660fc827e763d3c1a9b23674db8a9fbb274b51,0xe9cb58432fe6041f35d69aedac617bb5ea766c2fc3f559fada243994a7269193,0.024894,arc_testnet
,,0x8b627e21f6b1352bc16614981ce280f0f39d2bcf,0x5efd7ef46751e47d62a813cb8db75bf94b02fae1fb92251211860cefbcf78468,0.040991,arc_testnet
,,0xb8f113022418ef65216fd001577a12232e29af49,0x6ac432c07dfbf4678a8ffaea5ece67f7b8501e7a6944e1867e8802477a49b550,0.036191,arc_testnet
,,0xacf13b60bbc6588bf098a3244dcb197ebf4f42d7,0x9ecbe2cdc7e798c8aaaef7f5cf484c2704c8cfff21ee15e564d46c78d49e5332,0.027525,arc_testnet
,,0x33400d55b1f1883e3d001aed216a7942e5c5a40e,0x5a4f815493c575dc1d348cc140b91f622d5583bd2cbb4540e956db911ecffc8d,0.038893,arc_testnet
,,0x29f863eb2e2d3177fbc7ae743b3e862897ae0bff,0x5780474d633aab49c0a3104a1554ead306e7e1284edac75a10fada89ff8fe25d,0.041451,arc_testnet
,,0xadf8dc7d096daf4edea138544a968a82eff6de9a,0xb0daca6af874f4511dbce2e6889b74d1e1d2fbae5edf9f5a8fb806e891dac25f,5.000000,arc_testnet
,,0x5e660fc827e763d3c1a9b23674db8a9fbb274b51,0xf5c81fe3fbb48eb532fb7f015f18422dff2aa3310fea1eadb72087e09ac81142,0.052805,arc_testnet
,,0x4acfd951dc8a709838a771e61a3eb59c7e78ccef,0x296b200eadc9364961c7c7a292c8525e376ac8ff181e9968cc7be18c556bc9c2,0.044763,arc_testnet
,,0x352ee745779ee6da95a0cd1bd64446503fa6378f,0x868bea95d270360e52d4d2356977bdf4153cd4e9d76e0301d7e4e3b92d647c13,0.020540,arc_testnet
,,0x80e44ace5b302a799defa0ce55a2c4e7fb2d106d,0x148365cf0462a320009254a1c7eb301f876b9f6a59d8cc03c99dac9190ccdf20,3.000000,arc_testnet
,,0x3e55d6a854c68060ccb26186f1b4d5a85e3c7666,0xa28ae6322860426cb79bc286e54cc4cd091c45b40107502dbfaab1d1f013923b,4.000000,arc_testnet
,,0x0c686a7ba0ae502446e957cfe91a61957d1341ca,0x6c736c1b318ee8ad81f3cb36520038cf1a2c3332038eb173183eb3baa8bf2c89,5.000000,arc_testnet
0.009,0.0010000000000000009,0x6a3d026fdf57826e83dcc17e0f1dde3035ca5d14,0x7cd969650476c89a777145470635db5cc8706c9c9362bd58b9a29f7b3d1d7635,1.125425,arc_testnet
